,subset,session,file,scale
0,4,0,data_normalized/ref/i06_f2.wav,SIG
1,4,0,data_normalized/ref/i06_f2.wav,BAK
2,4,0,data_normalized/ref/i06_f2.wav,OVRL
3,4,0,data_normalized/ref/i11_f1.wav,SIG
4,4,0,data_normalized/ref/i11_f1.wav,BAK
5,4,0,data_normalized/ref/i11_f1.wav,OVRL
6,4,0,data_normalized/ref/i09_m2.wav,SIG
7,4,0,data_normalized/ref/i09_m2.wav,BAK
8,4,0,data_normalized/ref/i09_m2.wav,OVRL
9,4,0,data_normalized/ref/i02_f1.wav,SIG
10,4,0,data_normalized/ref/i02_f1.wav,BAK
11,4,0,data_normalized/ref/i02_f1.wav,OVRL
12,4,0,data_normalized/ref/i07_m1.wav,SIG
13,4,0,data_normalized/ref/i07_m1.wav,BAK
14,4,0,data_normalized/ref/i07_m1.wav,OVRL
15,4,0,data_normalized/ref/i08_f1.wav,SIG
16,4,0,data_normalized/ref/i08_f1.wav,BAK
17,4,0,data_normalized/ref/i08_f1.wav,OVRL
18,4,0,data_normalized/ref/i04_f1.wav,SIG
19,4,0,data_normalized/ref/i04_f1.wav,BAK
20,4,0,data_normalized/ref/i04_f1.wav,OVRL
21,4,0,data_normalized/ref/i11_f2.wav,SIG
22,4,0,data_normalized/ref/i11_f2.wav,BAK
23,4,0,data_normalized/ref/i11_f2.wav,OVRL
24,4,0,data_normalized/ref/i03_f1.wav,SIG
25,4,0,data_normalized/ref/i03_f1.wav,BAK
26,4,0,data_normalized/ref/i03_f1.wav,OVRL
27,4,0,data_normalized/ref/i04_f2.wav,SIG
28,4,0,data_normalized/ref/i04_f2.wav,BAK
29,4,0,data_normalized/ref/i04_f2.wav,OVRL
30,4,0,data_normalized/ref/i11_m2.wav,SIG
31,4,0,data_normalized/ref/i11_m2.wav,BAK
32,4,0,data_normalized/ref/i11_m2.wav,OVRL
33,4,0,data_normalized/ref/i05_f2.wav,SIG
34,4,0,data_normalized/ref/i05_f2.wav,BAK
35,4,0,data_normalized/ref/i05_f2.wav,OVRL
36,4,0,data_normalized/ref/i12_f1.wav,SIG
37,4,0,data_normalized/ref/i12_f1.wav,BAK
38,4,0,data_normalized/ref/i12_f1.wav,OVRL
39,4,0,data_normalized/ref/i05_m1.wav,SIG
40,4,0,data_normalized/ref/i05_m1.wav,BAK
41,4,0,data_normalized/ref/i05_m1.wav,OVRL
42,4,0,data_normalized/ref/i06_m2.wav,SIG
43,4,0,data_normalized/ref/i06_m2.wav,BAK
44,4,0,data_normalized/ref/i06_m2.wav,OVRL
45,4,0,data_normalized/ref/i08_m1.wav,SIG
46,4,0,data_normalized/ref/i08_m1.wav,BAK
47,4,0,data_normalized/ref/i08_m1.wav,OVRL
48,4,0,data_normalized/ref/i10_m1.wav,SIG
49,4,0,data_normalized/ref/i10_m1.wav,BAK
50,4,0,data_normalized/ref/i10_m1.wav,OVRL
51,4,0,data_normalized/ref/i10_f1.wav,SIG
52,4,0,data_normalized/ref/i10_f1.wav,BAK
53,4,0,data_normalized/ref/i10_f1.wav,OVRL
54,4,0,data_normalized/ref/i03_f2.wav,SIG
