,subset,session,file,scale
0,1,0,data/ref/i02_m2.wav,SIG
1,1,0,data/ref/i02_m2.wav,BAK
2,1,0,data/ref/i02_m2.wav,OVRL
3,1,0,data/ref/i02_m1.wav,SIG
4,1,0,data/ref/i02_m1.wav,BAK
5,1,0,data/ref/i02_m1.wav,OVRL
6,1,0,data/ref/i08_f2.wav,SIG
7,1,0,data/ref/i08_f2.wav,BAK
8,1,0,data/ref/i08_f2.wav,OVRL
9,1,0,data/ref/i12_f1.wav,SIG
10,1,0,data/ref/i12_f1.wav,BAK
11,1,0,data/ref/i12_f1.wav,OVRL
12,1,0,data/ref/i05_m1.wav,SIG
13,1,0,data/ref/i05_m1.wav,BAK
14,1,0,data/ref/i05_m1.wav,OVRL
15,1,0,data/ref/i03_m1.wav,SIG
16,1,0,data/ref/i03_m1.wav,BAK
17,1,0,data/ref/i03_m1.wav,OVRL
18,1,0,data/ref/i07_m1.wav,SIG
19,1,0,data/ref/i07_m1.wav,BAK
20,1,0,data/ref/i07_m1.wav,OVRL
21,1,0,data/ref/i10_f1.wav,SIG
22,1,0,data/ref/i10_f1.wav,BAK
23,1,0,data/ref/i10_f1.wav,OVRL
24,1,0,data/ref/i11_f2.wav,SIG
25,1,0,data/ref/i11_f2.wav,BAK
26,1,0,data/ref/i11_f2.wav,OVRL
27,1,0,data/ref/i04_f1.wav,SIG
28,1,0,data/ref/i04_f1.wav,BAK
29,1,0,data/ref/i04_f1.wav,OVRL
30,1,0,data/ref/i12_m2.wav,SIG
31,1,0,data/ref/i12_m2.wav,BAK
32,1,0,data/ref/i12_m2.wav,OVRL
33,1,0,data/ref/i05_f2.wav,SIG
34,1,0,data/ref/i05_f2.wav,BAK
35,1,0,data/ref/i05_f2.wav,OVRL
36,1,0,data/ref/i09_m2.wav,SIG
37,1,0,data/ref/i09_m2.wav,BAK
38,1,0,data/ref/i09_m2.wav,OVRL
39,1,0,data/ref/i07_m2.wav,SIG
40,1,0,data/ref/i07_m2.wav,BAK
41,1,0,data/ref/i07_m2.wav,OVRL
42,1,0,data/ref/i01_f1.wav,SIG
43,1,0,data/ref/i01_f1.wav,BAK
44,1,0,data/ref/i01_f1.wav,OVRL
45,1,0,data/ref/i09_m1.wav,SIG
46,1,0,data/ref/i09_m1.wav,BAK
47,1,0,data/ref/i09_m1.wav,OVRL
48,1,0,data/ref/i06_f2.wav,SIG
49,1,0,data/ref/i06_f2.wav,BAK
50,1,0,data/ref/i06_f2.wav,OVRL
51,1,0,data/ref/i02_f2.wav,SIG
52,1,0,data/ref/i02_f2.wav,BAK
53,1,0,data/ref/i02_f2.wav,OVRL
54,1,0,data/ref/i10_f2.wav,SIG
55,1,0,data/ref/i10_f2.wav,BAK
56,1,0,data/ref/i10_f2.wav,OVRL
57,1,0,data/ref/i11_m2.wav,SIG
58,1,0,data/ref/i11_m2.wav,BAK
59,1,0,data/ref/i11_m2.wav,OVRL
60,1,0,data/ref/i06_m2.wav,SIG
61,1,0,data/ref/i06_m2.wav,BAK
62,1,0,data/ref/i06_m2.wav,OVRL
63,1,0,data/ref/i12_f2.wav,SIG
64,1,0,data/ref/i12_f2.wav,BAK
65,1,0,data/ref/i12_f2.wav,OVRL
66,1,0,data/ref/i07_f1.wav,SIG
67,1,0,data/ref/i07_f1.wav,BAK
