,subset,session,file,scale
0,3,0,data/ref/i05_m2.wav,BAK
1,3,0,data/ref/i05_m2.wav,SIG
2,3,0,data/ref/i05_m2.wav,OVRL
3,3,0,data/ref/i12_m1.wav,BAK
4,3,0,data/ref/i12_m1.wav,SIG
5,3,0,data/ref/i12_m1.wav,OVRL
6,3,0,data/ref/i10_m2.wav,BAK
7,3,0,data/ref/i10_m2.wav,SIG
8,3,0,data/ref/i10_m2.wav,OVRL
9,3,0,data/ref/i12_f1.wav,BAK
10,3,0,data/ref/i12_f1.wav,SIG
11,3,0,data/ref/i12_f1.wav,OVRL
12,3,0,data/ref/i07_f2.wav,BAK
13,3,0,data/ref/i07_f2.wav,SIG
14,3,0,data/ref/i07_f2.wav,OVRL
15,3,0,data/ref/i08_m1.wav,BAK
16,3,0,data/ref/i08_m1.wav,SIG
17,3,0,data/ref/i08_m1.wav,OVRL
18,3,0,data/ref/i01_f1.wav,BAK
19,3,0,data/ref/i01_f1.wav,SIG
20,3,0,data/ref/i01_f1.wav,OVRL
21,3,0,data/ref/i02_f2.wav,BAK
22,3,0,data/ref/i02_f2.wav,SIG
23,3,0,data/ref/i02_f2.wav,OVRL
24,3,0,data/ref/i08_f2.wav,BAK
25,3,0,data/ref/i08_f2.wav,SIG
26,3,0,data/ref/i08_f2.wav,OVRL
27,3,0,data/ref/i05_m1.wav,BAK
28,3,0,data/ref/i05_m1.wav,SIG
29,3,0,data/ref/i05_m1.wav,OVRL
30,3,0,data/ref/i11_f2.wav,BAK
31,3,0,data/ref/i11_f2.wav,SIG
32,3,0,data/ref/i11_f2.wav,OVRL
33,3,0,data/ref/i03_m2.wav,BAK
34,3,0,data/ref/i03_m2.wav,SIG
35,3,0,data/ref/i03_m2.wav,OVRL
36,3,0,data/ref/i10_f1.wav,BAK
37,3,0,data/ref/i10_f1.wav,SIG
38,3,0,data/ref/i10_f1.wav,OVRL
39,3,0,data/ref/i08_m2.wav,BAK
40,3,0,data/ref/i08_m2.wav,SIG
41,3,0,data/ref/i08_m2.wav,OVRL
42,3,0,data/ref/i02_m2.wav,BAK
43,3,0,data/ref/i02_m2.wav,SIG
44,3,0,data/ref/i02_m2.wav,OVRL
45,3,0,data/ref/i11_m2.wav,BAK
46,3,0,data/ref/i11_m2.wav,SIG
47,3,0,data/ref/i11_m2.wav,OVRL
48,3,0,data/ref/i01_m2.wav,BAK
49,3,0,data/ref/i01_m2.wav,SIG
50,3,0,data/ref/i01_m2.wav,OVRL
51,3,0,data/ref/i02_f1.wav,BAK
52,3,0,data/ref/i02_f1.wav,SIG
53,3,0,data/ref/i02_f1.wav,OVRL
54,3,0,data/ref/i10_f2.wav,BAK
55,3,0,data/ref/i10_f2.wav,SIG
56,3,0,data/ref/i10_f2.wav,OVRL
57,3,0,data/ref/i12_m2.wav,BAK
58,3,0,data/ref/i12_m2.wav,SIG
59,3,0,data/ref/i12_m2.wav,OVRL
60,3,0,data/ref/i03_m1.wav,BAK
61,3,0,data/ref/i03_m1.wav,SIG
62,3,0,data/ref/i03_m1.wav,OVRL
63,3,0,data/ref/i11_f1.wav,BAK
64,3,0,data/ref/i11_f1.wav,SIG
65,3,0,data/ref/i11_f1.wav,OVRL
66,3,0,data/ref/i03_f2.wav,BAK
67,3,0,data/ref/i03_f2.wav,SIG
68,3,0,data/ref/i03_f2.wav,OVRL
69,3,0,data/ref/i06_f1.wav,BAK
70,3,0,data/ref/i06_f1.wav,SIG
71,3,0,data/ref/i06_f1.wav,OVRL
72,3,0,data/ref/i03_f1.wav,SIG
73,3,0,data/ref/i03_f1.wav,BAK
74,3,0,data/ref/i03_f1.wav,OVRL
75,3,0,data/ref/i04_m2.wav,SIG
76,3,0,data/ref/i04_m2.wav,BAK
77,3,0,data/ref/i04_m2.wav,OVRL
78,3,0,data/ref/i01_f2.wav,SIG
79,3,0,data/ref/i01_f2.wav,BAK
80,3,0,data/ref/i01_f2.wav,OVRL
81,3,0,data/ref/i09_m2.wav,SIG
82,3,0,data/ref/i09_m2.wav,BAK
83,3,0,data/ref/i09_m2.wav,OVRL
84,3,0,data/ref/i08_f1.wav,SIG
85,3,0,data/ref/i08_f1.wav,BAK
86,3,0,data/ref/i08_f1.wav,OVRL
87,3,0,data/ref/i07_m1.wav,SIG
88,3,0,data/ref/i07_m1.wav,BAK
89,3,0,data/ref/i07_m1.wav,OVRL
90,3,0,data/ref/i06_m2.wav,SIG
91,3,0,data/ref/i06_m2.wav,BAK
92,3,0,data/ref/i06_m2.wav,OVRL
93,3,0,data/ref/i09_f2.wav,SIG
94,3,0,data/ref/i09_f2.wav,BAK
95,3,0,data/ref/i09_f2.wav,OVRL
96,3,0,data/ref/i12_f2.wav,SIG
97,3,0,data/ref/i12_f2.wav,BAK
98,3,0,data/ref/i12_f2.wav,OVRL
99,3,0,data/ref/i04_f2.wav,SIG
100,3,0,data/ref/i04_f2.wav,BAK
101,3,0,data/ref/i04_f2.wav,OVRL
102,3,0,data/ref/i06_f2.wav,SIG
103,3,0,data/ref/i06_f2.wav,BAK
104,3,0,data/ref/i06_f2.wav,OVRL
105,3,0,data/ref/i10_m1.wav,SIG
106,3,0,data/ref/i10_m1.wav,BAK
107,3,0,data/ref/i10_m1.wav,OVRL
108,3,0,data/ref/i05_f1.wav,SIG
109,3,0,data/ref/i05_f1.wav,BAK
110,3,0,data/ref/i05_f1.wav,OVRL
111,3,0,data/ref/i07_f1.wav,SIG
112,3,0,data/ref/i07_f1.wav,BAK
113,3,0,data/ref/i07_f1.wav,OVRL
114,3,0,data/ref/i02_m1.wav,SIG
115,3,0,data/ref/i02_m1.wav,BAK
116,3,0,data/ref/i02_m1.wav,OVRL
117,3,0,data/ref/i01_m1.wav,SIG
118,3,0,data/ref/i01_m1.wav,BAK
119,3,0,data/ref/i01_m1.wav,OVRL
120,3,0,data/ref/i07_m2.wav,SIG
121,3,0,data/ref/i07_m2.wav,BAK
122,3,0,data/ref/i07_m2.wav,OVRL
123,3,0,data/ref/i09_f1.wav,SIG
124,3,0,data/ref/i09_f1.wav,BAK
125,3,0,data/ref/i09_f1.wav,OVRL
126,3,0,data/ref/i09_m1.wav,SIG
127,3,0,data/ref/i09_m1.wav,BAK
128,3,0,data/ref/i09_m1.wav,OVRL
129,3,0,data/ref/i06_m1.wav,SIG
130,3,0,data/ref/i06_m1.wav,BAK
131,3,0,data/ref/i06_m1.wav,OVRL
132,3,0,data/ref/i11_m1.wav,SIG
133,3,0,data/ref/i11_m1.wav,BAK
134,3,0,data/ref/i11_m1.wav,OVRL
135,3,0,data/ref/i05_f2.wav,SIG
136,3,0,data/ref/i05_f2.wav,BAK
137,3,0,data/ref/i05_f2.wav,OVRL
138,3,0,data/ref/i04_f1.wav,SIG
139,3,0,data/ref/i04_f1.wav,BAK
140,3,0,data/ref/i04_f1.wav,OVRL
141,3,0,data/ref/i04_m1.wav,SIG
142,3,0,data/ref/i04_m1.wav,BAK
143,3,0,data/ref/i04_m1.wav,OVRL
144,3,1,data/C0/S21_P45_45.wav,BAK
145,3,1,data/C0/S21_P45_45.wav,SIG
146,3,1,data/C0/S21_P45_45.wav,OVRL
147,3,1,data/C2/S21_P45_45.wav,BAK
148,3,1,data/C2/S21_P45_45.wav,SIG
149,3,1,data/C2/S21_P45_45.wav,OVRL
150,3,1,data/C3/S21_P47_22.wav,BAK
151,3,1,data/C3/S21_P47_22.wav,SIG
152,3,1,data/C3/S21_P47_22.wav,OVRL
153,3,1,data/C2/S01_P04_16.wav,BAK
154,3,1,data/C2/S01_P04_16.wav,SIG
155,3,1,data/C2/S01_P04_16.wav,OVRL
156,3,1,data/C4/S01_P04_62.wav,BAK
157,3,1,data/C4/S01_P04_62.wav,SIG
158,3,1,data/C4/S01_P04_62.wav,OVRL
159,3,1,data/C1/S21_P46_7.wav,BAK
160,3,1,data/C1/S21_P46_7.wav,SIG
161,3,1,data/C1/S21_P46_7.wav,OVRL
162,3,1,data/C2/S21_P46_25.wav,BAK
163,3,1,data/C2/S21_P46_25.wav,SIG
164,3,1,data/C2/S21_P46_25.wav,OVRL
165,3,1,data/C1/S01_P04_53.wav,BAK
166,3,1,data/C1/S01_P04_53.wav,SIG
167,3,1,data/C1/S01_P04_53.wav,OVRL
168,3,1,data/C0/S21_P45_20.wav,BAK
169,3,1,data/C0/S21_P45_20.wav,SIG
170,3,1,data/C0/S21_P45_20.wav,OVRL
171,3,1,data/C1/S21_P45_20.wav,BAK
172,3,1,data/C1/S21_P45_20.wav,SIG
173,3,1,data/C1/S21_P45_20.wav,OVRL
174,3,1,data/C3/S21_P47_27.wav,BAK
175,3,1,data/C3/S21_P47_27.wav,SIG
176,3,1,data/C3/S21_P47_27.wav,OVRL
