,subset,session,file,scale
0,1,0,data_normalized/ref/i08_m1.wav,BAK
1,1,0,data_normalized/ref/i08_m1.wav,SIG
2,1,0,data_normalized/ref/i08_m1.wav,OVRL
3,1,0,data_normalized/ref/i12_m1.wav,BAK
4,1,0,data_normalized/ref/i12_m1.wav,SIG
5,1,0,data_normalized/ref/i12_m1.wav,OVRL
6,1,0,data_normalized/ref/i05_f1.wav,BAK
7,1,0,data_normalized/ref/i05_f1.wav,SIG
8,1,0,data_normalized/ref/i05_f1.wav,OVRL
9,1,0,data_normalized/ref/i11_f2.wav,BAK
10,1,0,data_normalized/ref/i11_f2.wav,SIG
11,1,0,data_normalized/ref/i11_f2.wav,OVRL
12,1,0,data_normalized/ref/i02_m2.wav,BAK
13,1,0,data_normalized/ref/i02_m2.wav,SIG
14,1,0,data_normalized/ref/i02_m2.wav,OVRL
15,1,0,data_normalized/ref/i03_m2.wav,BAK
16,1,0,data_normalized/ref/i03_m2.wav,SIG
17,1,0,data_normalized/ref/i03_m2.wav,OVRL
18,1,0,data_normalized/ref/i10_f2.wav,BAK
19,1,0,data_normalized/ref/i10_f2.wav,SIG
20,1,0,data_normalized/ref/i10_f2.wav,OVRL
21,1,0,data_normalized/ref/i06_m1.wav,BAK
22,1,0,data_normalized/ref/i06_m1.wav,SIG
23,1,0,data_normalized/ref/i06_m1.wav,OVRL
24,1,0,data_normalized/ref/i08_f2.wav,BAK
25,1,0,data_normalized/ref/i08_f2.wav,SIG
26,1,0,data_normalized/ref/i08_f2.wav,OVRL
27,1,0,data_normalized/ref/i05_f2.wav,BAK
28,1,0,data_normalized/ref/i05_f2.wav,SIG
29,1,0,data_normalized/ref/i05_f2.wav,OVRL
30,1,0,data_normalized/ref/i04_f2.wav,BAK
31,1,0,data_normalized/ref/i04_f2.wav,SIG
32,1,0,data_normalized/ref/i04_f2.wav,OVRL
33,1,0,data_normalized/ref/i07_m2.wav,BAK
34,1,0,data_normalized/ref/i07_m2.wav,SIG
35,1,0,data_normalized/ref/i07_m2.wav,OVRL
36,1,0,data_normalized/ref/i09_m1.wav,BAK
37,1,0,data_normalized/ref/i09_m1.wav,SIG
38,1,0,data_normalized/ref/i09_m1.wav,OVRL
39,1,0,data_normalized/ref/i12_f2.wav,BAK
40,1,0,data_normalized/ref/i12_f2.wav,SIG
41,1,0,data_normalized/ref/i12_f2.wav,OVRL
42,1,0,data_normalized/ref/i02_f2.wav,BAK
43,1,0,data_normalized/ref/i02_f2.wav,SIG
44,1,0,data_normalized/ref/i02_f2.wav,OVRL
45,1,0,data_normalized/ref/i12_f1.wav,BAK
46,1,0,data_normalized/ref/i12_f1.wav,SIG
47,1,0,data_normalized/ref/i12_f1.wav,OVRL
48,1,0,data_normalized/ref/i09_m2.wav,BAK
49,1,0,data_normalized/ref/i09_m2.wav,SIG
50,1,0,data_normalized/ref/i09_m2.wav,OVRL
51,1,0,data_normalized/ref/i01_f2.wav,BAK
52,1,0,data_normalized/ref/i01_f2.wav,SIG
53,1,0,data_normalized/ref/i01_f2.wav,OVRL
54,1,0,data_normalized/ref/i10_m2.wav,BAK
55,1,0,data_normalized/ref/i10_m2.wav,SIG
56,1,0,data_normalized/ref/i10_m2.wav,OVRL
57,1,0,data_normalized/ref/i08_f1.wav,BAK
58,1,0,data_normalized/ref/i08_f1.wav,SIG
59,1,0,data_normalized/ref/i08_f1.wav,OVRL
60,1,0,data_normalized/ref/i04_f1.wav,BAK
61,1,0,data_normalized/ref/i04_f1.wav,SIG
62,1,0,data_normalized/ref/i04_f1.wav,OVRL
63,1,0,data_normalized/ref/i04_m1.wav,BAK
64,1,0,data_normalized/ref/i04_m1.wav,SIG
65,1,0,data_normalized/ref/i04_m1.wav,OVRL
66,1,0,data_normalized/ref/i07_f2.wav,BAK
67,1,0,data_normalized/ref/i07_f2.wav,SIG
68,1,0,data_normalized/ref/i07_f2.wav,OVRL
69,1,0,data_normalized/ref/i12_m2.wav,BAK
70,1,0,data_normalized/ref/i12_m2.wav,SIG
71,1,0,data_normalized/ref/i12_m2.wav,OVRL
72,1,0,data_normalized/ref/i03_f2.wav,SIG
73,1,0,data_normalized/ref/i03_f2.wav,BAK
74,1,0,data_normalized/ref/i03_f2.wav,OVRL
75,1,0,data_normalized/ref/i06_m2.wav,SIG
76,1,0,data_normalized/ref/i06_m2.wav,BAK
77,1,0,data_normalized/ref/i06_m2.wav,OVRL
78,1,0,data_normalized/ref/i03_f1.wav,SIG
79,1,0,data_normalized/ref/i03_f1.wav,BAK
80,1,0,data_normalized/ref/i03_f1.wav,OVRL
81,1,0,data_normalized/ref/i02_m1.wav,SIG
82,1,0,data_normalized/ref/i02_m1.wav,BAK
83,1,0,data_normalized/ref/i02_m1.wav,OVRL
84,1,0,data_normalized/ref/i10_m1.wav,SIG
85,1,0,data_normalized/ref/i10_m1.wav,BAK
86,1,0,data_normalized/ref/i10_m1.wav,OVRL
87,1,0,data_normalized/ref/i06_f1.wav,SIG
88,1,0,data_normalized/ref/i06_f1.wav,BAK
89,1,0,data_normalized/ref/i06_f1.wav,OVRL
90,1,0,data_normalized/ref/i02_f1.wav,SIG
91,1,0,data_normalized/ref/i02_f1.wav,BAK
92,1,0,data_normalized/ref/i02_f1.wav,OVRL
93,1,0,data_normalized/ref/i01_m1.wav,SIG
94,1,0,data_normalized/ref/i01_m1.wav,BAK
95,1,0,data_normalized/ref/i01_m1.wav,OVRL
96,1,0,data_normalized/ref/i09_f2.wav,SIG
97,1,0,data_normalized/ref/i09_f2.wav,BAK
98,1,0,data_normalized/ref/i09_f2.wav,OVRL
99,1,0,data_normalized/ref/i07_f1.wav,SIG
100,1,0,data_normalized/ref/i07_f1.wav,BAK
101,1,0,data_normalized/ref/i07_f1.wav,OVRL
102,1,0,data_normalized/ref/i07_m1.wav,SIG
103,1,0,data_normalized/ref/i07_m1.wav,BAK
104,1,0,data_normalized/ref/i07_m1.wav,OVRL
105,1,0,data_normalized/ref/i11_m2.wav,SIG
106,1,0,data_normalized/ref/i11_m2.wav,BAK
107,1,0,data_normalized/ref/i11_m2.wav,OVRL
108,1,0,data_normalized/ref/i11_f1.wav,SIG
109,1,0,data_normalized/ref/i11_f1.wav,BAK
110,1,0,data_normalized/ref/i11_f1.wav,OVRL
111,1,0,data_normalized/ref/i08_m2.wav,SIG
112,1,0,data_normalized/ref/i08_m2.wav,BAK
113,1,0,data_normalized/ref/i08_m2.wav,OVRL
114,1,0,data_normalized/ref/i01_m2.wav,SIG
115,1,0,data_normalized/ref/i01_m2.wav,BAK
116,1,0,data_normalized/ref/i01_m2.wav,OVRL
117,1,0,data_normalized/ref/i06_f2.wav,SIG
118,1,0,data_normalized/ref/i06_f2.wav,BAK
119,1,0,data_normalized/ref/i06_f2.wav,OVRL
120,1,0,data_normalized/ref/i04_m2.wav,SIG
121,1,0,data_normalized/ref/i04_m2.wav,BAK
122,1,0,data_normalized/ref/i04_m2.wav,OVRL
123,1,0,data_normalized/ref/i10_f1.wav,SIG
124,1,0,data_normalized/ref/i10_f1.wav,BAK
125,1,0,data_normalized/ref/i10_f1.wav,OVRL
126,1,0,data_normalized/ref/i09_f1.wav,SIG
